R,qr,qt,w
6.388046e+01,-2.876524e+00,3.194550e-01,9.870794e+02
1.187849e+01,1.015415e+00,4.190435e+00,9.391445e+01
9.720504e+01,-7.857178e-01,2.029349e+00,9.953098e+03
2.775341e+01,-2.379452e+00,4.917004e+00,1.409832e+02
3.900688e+01,5.693406e-01,4.926255e+00,1.868889e+02
4.851784e+01,5.521002e-01,1.697458e+00,3.219895e+02
4.156203e+01,1.737357e+00,2.410931e+00,1.801215e+02
4.204275e+01,2.168136e-01,1.458567e+00,2.691406e+02
3.333722e+01,-2.815064e+00,5.926365e+00,1.807807e+02
1.621400e+01,1.982484e+00,2.266390e+00,9.139361e+01
4.970888e+01,-5.992605e-01,3.096781e+00,2.982417e+02
4.149535e+01,1.503092e+00,7.577426e+00,2.584985e+02
4.653362e+01,-1.922936e+00,3.749130e+00,2.580629e+02
1.023411e+02,1.676817e-01,6.747149e-01,9.835470e+03
3.428009e+01,7.545678e-01,3.172319e+00,1.439702e+02
3.561405e+01,2.584515e+00,4.021258e+00,1.562976e+02
3.885411e+01,-3.766209e+00,2.197851e+00,1.896929e+02
6.006010e+01,-3.826549e+00,2.186313e+00,6.333409e+02
5.582024e+01,8.463066e-01,6.465302e+00,5.009836e+02
8.403998e+00,-1.125408e+00,1.983454e+00,9.422462e+01
2.416286e+01,-4.616057e+00,2.261552e+00,1.285107e+02
3.949152e+01,2.660524e+00,3.550305e+00,1.736675e+02
3.763306e+01,-5.701118e-01,1.063410e+00,2.824222e+02
4.067065e+01,2.538319e+00,2.596699e+00,1.711130e+02
5.643754e+01,2.168692e+00,3.215574e+00,4.242235e+02
3.511231e+01,-2.212125e+00,3.727842e+00,1.626422e+02
7.345112e+01,-1.465002e+00,2.317870e+00,1.021913e+04
2.186471e+01,1.575829e-01,2.749292e+00,1.064422e+02
2.420834e+01,-8.061182e-01,2.916097e+00,1.140680e+02
4.000355e+01,4.637708e-01,2.982751e+00,1.801651e+02
4.695746e+01,1.234791e-01,2.094091e+00,2.807484e+02
1.360310e+02,3.892658e+00,3.335199e+00,9.891035e+03
5.209265e+01,2.018980e+00,1.187621e+00,3.077701e+02
2.418832e+01,-1.987319e+00,1.497283e+00,1.227422e+02
4.636566e+01,2.060326e+00,2.170327e+00,2.205958e+02
5.026346e+01,-4.228087e-01,1.879195e+00,3.671493e+02
6.280532e+01,-4.799645e-01,3.728168e+00,7.978158e+02
2.935721e+01,2.339801e+00,1.064621e+00,1.134347e+02
5.035056e+01,-1.185867e+00,2.768281e+00,3.162583e+02
3.151570e+01,2.151860e+00,1.745268e+00,1.221706e+02
1.222644e+02,-6.138365e-01,5.278341e+00,9.847958e+03
6.033203e+01,2.406951e+00,3.048961e+00,5.787822e+02
2.951208e+01,-1.684867e-01,3.749461e+00,1.292301e+02
3.873130e+01,-8.833361e-01,2.926324e+00,1.789782e+02
4.260268e+01,1.773219e+00,1.686432e+00,1.887261e+02
3.552621e+01,1.482329e+00,1.543613e+00,1.501481e+02
1.199500e+02,1.812463e+00,1.444069e+00,9.836532e+03
5.242137e+01,3.949279e+00,4.249107e+00,3.602062e+02
3.459950e+01,3.954262e+00,3.825672e+00,1.578174e+02
5.965210e+01,1.137446e+00,2.901734e+00,5.732484e+02
3.203215e+01,-3.589532e-01,2.537973e+00,1.433452e+02
5.031174e+01,-4.673595e-01,2.944794e+00,3.103314e+02
2.068930e+01,-1.169511e+00,2.995700e+00,1.062284e+02
1.330383e+02,3.153284e+00,3.746152e+00,9.905140e+03
5.542621e+01,-1.409309e+00,4.335534e+00,4.372653e+02
4.329868e+01,-5.912099e-01,1.083015e+00,3.569728e+02
6.489180e+01,-1.256218e+00,2.437392e+00,1.119666e+03
6.391900e+01,2.295485e+00,8.510632e-01,8.455040e+02
1.378642e+02,-1.066736e+00,3.671056e+00,9.813430e+03
7.724122e+01,-9.631483e-02,4.220342e+00,9.994760e+03
1.252462e+02,-1.310481e+00,1.540224e+00,9.758432e+03
4.329745e+01,-3.630691e-01,1.737216e+00,2.644037e+02
2.149083e+01,9.073268e-01,2.534612e+00,1.031677e+02
8.077979e+00,-2.060046e+00,3.919830e+00,9.345847e+01
1.829130e+01,-3.391240e+00,3.648603e+00,1.118976e+02
4.649148e+01,-2.534297e+00,5.780018e-01,2.753627e+02
4.474954e+01,1.637831e+00,1.237336e+00,2.182118e+02
3.722953e+01,5.090659e-01,1.804289e+00,1.842291e+02
1.225975e+02,1.728934e+00,3.067836e+00,9.902015e+03
3.159910e+01,-1.188303e+00,3.122828e+00,1.397921e+02
3.457100e+01,-3.207480e+00,5.093754e+00,1.806067e+02
1.080748e+02,-2.876613e+00,2.779884e+00,9.805548e+03
3.794840e+01,1.111175e-01,3.999333e+00,1.705650e+02
8.196891e+01,-1.825170e+00,3.084253e+00,1.005904e+04
5.281998e+01,-1.955006e+00,7.662215e-01,4.346504e+02
5.673240e+01,-9.966399e-02,2.866849e+00,4.773742e+02
5.142583e+01,1.850455e+00,1.290311e+00,3.030152e+02
5.305517e+01,-1.128279e+00,4.491296e+00,3.741708e+02
5.043078e+01,-1.522073e+00,1.821293e+00,3.462366e+02
3.449990e+01,6.501653e+00,1.129315e+00,1.688274e+02
4.315739e+01,-1.465787e+00,8.279962e-01,2.902587e+02
4.599280e+01,-1.383961e-01,1.794759e+00,2.952982e+02
4.201381e+01,-1.207825e-01,2.811809e+00,2.026713e+02
5.544600e+01,8.712712e-01,3.823221e+00,4.130076e+02
4.013911e+01,-8.887978e-01,3.016728e+00,1.888508e+02
5.160661e+01,1.056124e+00,2.240945e+00,3.259260e+02
6.492797e+01,1.288688e+00,2.455664e+00,1.034227e+03
1.060324e+02,2.311060e-01,1.660248e+00,9.888981e+03
2.882390e+01,4.085009e-01,3.881203e+00,1.259288e+02
6.842407e+01,2.587631e-01,1.323088e+00,3.288340e+03
3.521671e+01,2.766210e+00,3.682256e+00,1.509681e+02
4.809289e+01,4.882108e+00,3.089353e+00,2.745630e+02
4.719305e+01,-2.236625e+00,2.138145e+00,2.701179e+02
5.737115e+01,2.273164e+00,3.230242e+00,4.551550e+02
1.074945e+02,-2.618633e+00,5.137088e+00,9.849222e+03
4.251365e+01,2.816339e-01,1.743880e+00,2.430555e+02
3.022715e+01,2.203441e+00,2.396473e+00,1.197266e+02
5.456563e+01,3.901056e+00,4.076776e+00,4.064902e+02
1.232012e+02,-3.515376e-01,4.788308e+00,9.848313e+03
5.212886e+01,-5.169419e-01,1.831915e+00,4.182440e+02
5.722704e+01,1.704165e+00,3.145535e+00,4.549706e+02
1.277827e+02,6.883349e+00,6.168753e-01,9.622956e+03
3.250723e+01,2.506843e-02,7.625328e+00,1.892174e+02
4.330556e+01,-1.510109e+00,1.649126e+00,2.445952e+02
5.108006e+01,2.243363e+00,2.640800e+00,2.889024e+02
5.763109e+01,-1.215351e+00,5.690793e-01,8.613037e+02
2.935691e+01,1.346072e-01,2.053406e+00,1.392954e+02
6.187208e+01,-1.878692e-02,4.632794e+00,7.294887e+02
5.661353e+01,2.441731e+00,3.601456e+00,4.372770e+02
4.055569e+01,-1.540869e-01,1.115371e+00,3.243985e+02
4.007001e+01,7.742728e-01,5.889413e-01,3.010733e+02
1.044689e+02,2.077926e+00,1.290277e+00,9.578146e+03
5.605143e+01,-2.755270e+00,3.644330e+00,4.620498e+02
2.773204e+01,-9.419392e-01,2.604730e+00,1.266941e+02
3.890797e+01,-4.429996e+00,2.991411e+00,2.018897e+02
3.957871e+01,-1.266933e+00,1.111918e+00,2.447718e+02
6.950311e+01,5.022708e+00,3.618861e+00,1.918358e+03
4.560692e+01,2.395102e-01,2.989602e+00,2.345254e+02
4.277722e+01,-2.815992e+00,6.247303e-01,2.244953e+02
5.133364e+01,-1.838478e-02,3.081906e+00,3.238681e+02
6.337094e+01,-1.036248e+00,4.409562e+00,8.549312e+02
3.272138e+01,3.145012e-01,6.479251e+00,1.722817e+02
3.949126e+01,-5.307919e-01,2.830441e+00,1.840901e+02
3.028714e+01,-1.322802e+00,1.845850e+00,1.470899e+02
1.162228e+02,1.891441e+00,6.815539e+00,9.867932e+03
2.465799e+01,-3.306618e+00,3.563804e+00,1.261415e+02
3.474539e+01,4.453912e+00,1.173680e+00,1.403585e+02
4.000096e+01,1.397581e+00,4.464643e+00,1.870706e+02
2.221008e+01,-6.291297e-01,1.679997e+00,1.301254e+02
3.440041e+01,1.720473e+00,2.554907e+00,1.380022e+02
4.798565e+01,-2.032426e+00,7.088267e+00,3.442292e+02
5.465089e+01,-1.037520e+00,6.162636e+00,4.605352e+02
1.119237e+02,2.956549e+00,3.565817e+00,9.861208e+03
1.250391e+02,-3.033935e+00,1.126986e+00,9.769060e+03
7.151369e+01,-3.536252e+00,4.024307e+00,3.148090e+03
1.013674e+01,-2.711597e+00,8.412035e-01,9.307046e+01
5.111294e+01,2.997024e+00,3.356604e+00,3.010988e+02
5.255270e+01,3.798636e+00,3.659332e+00,3.449769e+02
5.086562e+01,-3.033978e+00,2.968587e+00,3.293949e+02
4.384042e+01,6.406927e-01,1.901063e+00,2.349291e+02
1.324462e+02,-1.144361e+00,3.536758e+00,9.814773e+03
2.064269e+01,-2.030322e-01,1.948890e+00,1.173525e+02
4.335647e+01,2.562001e+00,1.473257e+00,1.825680e+02
4.125019e+01,-1.481685e+00,1.465308e+00,2.311276e+02
1.173633e+02,1.500919e+00,1.634424e+00,9.865243e+03
5.108871e+01,-2.547056e+00,5.141531e+00,3.606838e+02
5.755190e+01,1.590381e+00,2.858869e+00,4.677596e+02
4.137290e+01,-2.892055e+00,2.592453e+00,2.050870e+02
4.075961e+01,3.163539e+00,6.370194e-01,1.585811e+02
4.389014e+01,3.368463e+00,1.476912e+00,1.871786e+02
2.524680e+01,2.634602e+00,1.528704e+00,1.030789e+02
3.775654e+01,1.361409e+00,1.659360e+00,1.647065e+02
5.502705e+01,-9.656694e-01,3.927403e+00,4.165677e+02
1.272645e+02,6.220623e-01,4.162962e+00,9.853209e+03
5.825881e+01,-1.714962e+00,4.283241e+00,5.414724e+02
3.736276e+01,1.590537e+00,1.009921e+00,1.636502e+02
5.137580e+01,1.173485e+00,7.108141e-01,4.079175e+02
3.762644e+01,2.823783e+00,1.493987e+00,1.445768e+02
2.973729e+01,1.326558e-01,4.312965e+00,1.327345e+02
1.751172e+01,1.203427e+00,2.808031e+00,9.504087e+01
1.366442e+01,-3.662899e+00,3.022069e+00,1.026425e+02
3.641741e+01,6.779107e-02,2.338398e+00,1.678668e+02
4.517756e+01,3.097166e+00,2.559422e+00,2.092307e+02
2.969244e+01,-5.320317e+00,4.459084e-01,1.505673e+02
4.912215e+01,3.379351e-01,2.101551e+00,3.104639e+02
1.275522e+02,-1.770271e+00,2.134028e+00,9.758719e+03
4.013638e+01,-4.076904e+00,4.969918e+00,2.283973e+02
1.325320e+02,-9.933035e-01,1.179528e+00,9.752333e+03
5.876845e+01,2.129527e+00,4.060801e+00,5.306829e+02
2.757977e+01,-1.270900e+00,3.299031e+00,1.249210e+02
1.327951e+02,-1.197929e+00,5.353073e+00,9.827711e+03
5.506754e+01,-5.061576e-01,2.659384e+00,4.335634e+02
4.287055e+01,-6.780757e-01,9.647540e-01,3.668594e+02
7.535815e+01,-4.875383e-01,1.742204e-01,1.044900e+04
4.010427e+01,-1.463435e+00,2.599205e+00,1.927618e+02
5.654557e+01,1.263346e+00,2.855666e+00,4.398058e+02
1.917507e+01,-1.921607e+00,4.671919e+00,1.128994e+02
2.984017e+01,-5.007877e+00,1.044571e+00,1.485643e+02
1.165314e+01,3.898363e+00,3.679202e+00,1.002259e+02
2.932819e+01,-1.258183e+00,2.785062e+00,1.316641e+02
6.543250e+01,2.063673e+00,3.751849e+00,1.026055e+03
4.668168e+01,5.919627e-01,3.617470e+00,2.442446e+02
4.599704e+01,1.648708e+00,2.645176e+00,2.232761e+02
5.004689e+01,1.117142e+00,1.573916e+00,3.191854e+02
9.257835e+01,-1.381930e+00,6.807236e-01,1.001665e+04
2.250081e+01,2.033549e+00,9.086058e-01,1.019305e+02
1.305368e+02,1.347998e+00,2.226763e+00,9.905429e+03
5.705488e+01,3.934790e-01,1.704773e+00,5.983931e+02
5.192207e+01,-4.749912e-01,1.820768e+00,4.147311e+02
3.554016e+01,3.681356e+00,2.999336e+00,1.505897e+02
2.682462e+01,-1.207278e+00,8.311615e-01,1.744673e+02
2.535034e+01,-7.279961e-01,1.078788e+00,1.784605e+02
6.923726e+01,-2.373938e+00,8.816614e-01,2.499974e+03
1.327660e+02,6.104136e-01,1.314067e+00,9.884688e+03
5.653437e+01,3.238740e+00,3.705563e+00,4.429531e+02
1.026173e+02,-7.282213e-01,4.594092e-01,9.886324e+03
1.814403e+00,-2.789987e+00,4.436231e+00,9.623222e+01
5.912627e+01,1.247283e+00,2.628702e+00,5.488587e+02
3.242694e+01,1.070978e-01,2.129797e+00,1.509705e+02
5.022602e+01,4.325904e+00,4.551939e+00,3.301776e+02
6.082006e+01,-3.346226e-01,3.089296e+00,6.706450e+02
4.871948e+01,-3.301384e+00,2.495901e+00,2.926086e+02
3.427930e+01,-3.883620e-01,4.146625e+00,1.525720e+02
2.102303e+01,-4.490853e-02,2.414937e+00,1.083023e+02
7.202631e+01,-3.373790e-01,1.742937e+00,9.851391e+03
1.835102e+01,3.988524e+00,4.851455e+00,1.183434e+02
5.212862e+01,1.227453e-01,1.459728e+00,4.806817e+02
2.164243e+01,-3.032767e-01,1.650367e+00,1.315112e+02
5.665779e+01,-8.870685e-02,8.650617e-01,1.079017e+03
3.533941e+01,-3.956454e-02,2.097684e+00,1.694618e+02
9.462461e+00,1.935081e+00,5.033256e+00,1.000490e+02
4.596190e+01,-3.595464e+00,4.990425e+00,2.864606e+02
4.834348e+01,-1.691003e+00,2.521665e+00,2.850635e+02
3.275906e+01,-1.778445e+00,2.177247e+00,1.502585e+02
1.296543e+02,-2.187177e+00,1.396708e+00,9.737474e+03
4.316222e+01,3.148984e+00,8.759870e-01,1.762709e+02
5.272949e+01,-1.876056e+00,1.170551e+00,4.183315e+02
1.155554e+01,-3.274373e+00,5.253363e-01,9.424440e+01
4.690233e+01,-1.107846e+00,3.159121e+00,2.577544e+02
8.765894e+01,1.078164e+00,5.944602e-01,9.227268e+03
3.774115e+01,2.582145e+00,4.138299e+00,1.699026e+02
9.184652e+01,2.984937e-01,2.024132e+00,9.913129e+03
2.152980e+01,9.211615e-01,2.497118e+00,1.033277e+02
6.309243e+01,2.076862e+00,1.996451e+00,7.735450e+02
4.488852e+01,-1.540186e+00,3.026402e+00,2.351362e+02
5.123328e+01,2.663565e+00,1.799334e+00,2.785562e+02
6.227446e+01,-8.962905e-02,2.169001e+00,8.919373e+02
4.292419e+01,-6.440941e-01,3.158370e+00,2.110832e+02
3.897538e+01,-1.516657e+00,1.135770e+00,2.226913e+02
4.116173e+01,-1.421982e+00,2.214452e+00,2.074837e+02
1.393329e+02,-4.317275e-01,1.668969e-01,9.738705e+03
6.713334e+01,4.649667e-01,1.474504e+00,2.193462e+03
3.530780e+01,-1.692304e+00,5.315096e+00,1.766776e+02
3.087754e+01,3.509185e+00,2.078126e+00,1.228611e+02
5.682707e+01,3.915462e+00,5.198858e+00,5.163277e+02
3.011787e+01,3.821122e+00,2.346725e+00,1.243236e+02
1.324753e+02,-1.642448e-01,3.376211e-01,9.786092e+03
8.766498e+01,6.631689e-01,1.581224e+00,9.765144e+03
9.701491e+01,-1.747661e+00,1.854315e+00,9.917844e+03
4.718860e+01,1.620174e+00,3.308306e+00,2.420287e+02
3.210853e+01,1.211747e+00,3.600360e+00,1.347920e+02
4.211210e+01,-1.141518e+00,4.087246e+00,2.084473e+02
1.328752e+02,-2.843334e+00,4.040636e+00,9.780476e+03
6.039431e+01,2.320763e+00,2.554606e+00,5.756760e+02
4.752958e+01,1.628867e+00,1.456810e+00,2.491156e+02
1.443892e+01,8.235595e-01,4.012534e+00,9.547833e+01
1.265464e+01,-3.439268e+00,2.672024e+00,9.866588e+01
9.781000e+01,-5.392077e+00,3.922265e+00,9.850579e+03
3.942501e+01,-2.685035e+00,4.726971e+00,2.044273e+02
5.474279e+01,5.288577e-02,4.326612e+00,4.055935e+02
2.175368e+01,1.805816e+00,2.208784e+00,9.970591e+01
1.071922e+02,-4.799979e-01,1.395566e+00,9.877335e+03
5.031601e+01,-1.880707e+00,1.614578e+00,3.406138e+02
1.301785e+01,-1.208347e+00,1.014149e+00,1.220350e+02
3.352447e+01,2.606835e+00,2.960891e+00,1.356273e+02
2.730432e+01,-3.063153e-01,2.291860e+00,1.285623e+02
5.679012e+01,-3.041086e+00,2.011117e+00,4.842059e+02
2.454807e+01,1.759879e+00,2.685469e+00,1.062305e+02
1.681073e+01,3.380142e+00,3.219662e+00,9.938782e+01
3.579532e+01,-1.443605e+00,7.438501e-01,2.187722e+02
2.821818e+01,-1.370629e+00,2.521072e+00,1.291343e+02
3.274411e+01,-1.923481e+00,3.293804e+00,1.473964e+02
5.784720e+01,1.650184e+00,4.783376e-01,5.434119e+02
5.225151e+01,-1.939131e-01,2.396179e+00,3.683728e+02
5.501455e+01,-5.973242e-01,6.501643e-01,9.920306e+02
3.216559e+01,-1.794127e+00,2.047987e+00,1.486329e+02
9.553434e+01,-4.056239e+00,3.870110e-01,9.968974e+03
4.915363e+01,-5.920636e-01,4.042165e+00,2.890489e+02
1.241665e+02,1.201353e+00,1.640601e+00,9.901179e+03
3.107013e+01,-1.878604e+00,3.613870e+00,1.409294e+02
3.244022e+01,-2.631033e+00,1.173903e+00,1.509960e+02
6.621464e+01,-7.103407e-01,2.458605e+00,1.382656e+03
8.738487e+01,-4.474165e-02,6.135623e+00,9.934151e+03
6.778607e+01,6.698115e+00,2.132130e+00,1.482077e+03
2.650489e+01,-2.691729e-02,7.139137e-01,2.864036e+02
3.534976e+01,-9.513884e-01,1.506367e+00,1.959237e+02
9.974056e+01,1.992882e+00,8.249995e-01,9.358155e+03
4.696378e+01,8.688337e-01,3.741789e+00,2.470490e+02
4.489074e+01,1.016382e+00,3.854178e-01,3.305447e+02
1.139908e+02,-1.124174e-01,5.265230e-01,9.835593e+03
9.401484e+01,2.516562e+00,5.787164e-01,9.063002e+03
4.633584e+01,6.890805e+00,4.683301e+00,3.183015e+02
2.215375e+01,9.669848e-01,2.612629e+00,1.039274e+02
5.705571e+01,2.122951e+00,1.646086e+00,4.333334e+02
2.345113e+01,-1.940927e+00,3.377656e+00,1.151191e+02
1.351360e+02,-1.250024e+00,1.941608e+00,9.768331e+03
3.154337e+01,1.588161e+00,3.331688e+00,1.302674e+02
1.075939e+02,-8.823505e-01,1.120295e+00,9.844548e+03
5.401957e+01,3.765266e+00,3.360825e+00,3.698242e+02
3.296176e+01,-1.056346e+00,1.651663e+00,1.706724e+02
4.290217e+01,7.044357e+00,3.956833e+00,2.659595e+02
5.559199e+01,-1.499094e+00,1.117579e+00,5.620316e+02
4.030553e+01,-6.787245e-01,3.325469e+00,1.883255e+02
3.631158e+01,-1.157960e+00,5.669686e+00,1.849633e+02
6.814214e+01,-1.974855e+00,3.394257e+00,1.622231e+03
1.254128e+02,-1.100000e+00,7.760166e-01,9.739903e+03
5.329903e+01,2.822325e+00,1.956203e+00,3.185571e+02
1.687390e+01,7.453232e-01,5.887776e-01,1.655131e+02
4.633987e+01,-4.946134e-01,3.827172e+00,2.475650e+02
2.297089e+01,-1.321189e+00,1.908369e+00,1.198321e+02
5.187378e+01,9.092890e-01,2.988831e+00,3.230442e+02
5.398986e+01,-1.309148e+00,2.150931e+00,4.215796e+02
3.360931e+01,-5.379727e-02,2.287870e+00,1.541564e+02
5.225679e+01,2.687315e+00,2.780522e+00,3.105426e+02
3.155440e+01,1.001864e+00,2.107805e+00,1.346275e+02
4.713049e+01,1.314539e+00,2.106222e+00,2.456262e+02
3.262425e+01,1.263303e+00,2.416571e+00,1.336095e+02
3.002245e+01,1.687361e-01,2.285312e+00,1.359788e+02
5.626294e+01,-2.424408e-01,1.051004e+00,8.759165e+02
8.760856e+01,-2.026004e+00,2.638987e+00,1.000438e+04
4.788129e+01,-1.475673e+00,1.874385e+00,2.983869e+02
4.707329e+01,2.805399e+00,3.520895e-01,2.103621e+02
2.992942e+01,-1.863072e+00,1.173657e+00,1.505240e+02
5.319786e+01,1.580930e+00,2.972534e+00,3.411489e+02
1.543585e+01,-7.190133e-01,2.825470e+00,9.654928e+01
3.997970e+01,3.684994e+00,3.878049e+00,1.885771e+02
2.521150e+01,1.216020e-01,1.919887e+00,1.288099e+02
4.863692e+01,4.862991e-01,3.972978e+00,2.741843e+02
1.328478e+02,-2.501259e+00,2.145698e+00,9.743667e+03
3.762587e+01,-7.698033e-01,5.990204e+00,1.970660e+02
1.361246e+02,3.963153e+00,1.587499e+00,9.785803e+03
1.353611e+02,-9.109629e-01,4.891089e+00,9.825664e+03
2.822216e+01,1.524400e+00,5.773356e-01,1.319729e+02
5.233367e+01,1.151711e+00,5.975196e+00,3.859772e+02
2.876845e+01,1.842314e+00,1.572049e+00,1.165171e+02
3.047978e+01,1.422789e+00,1.172864e+00,1.350607e+02
4.555569e+01,2.916223e+00,2.639471e+00,2.134198e+02
4.543224e+01,-1.972781e+00,4.908618e+00,2.596619e+02
9.629749e+01,-2.426813e+00,2.034299e+00,9.904036e+03
1.033849e+02,2.791929e+00,2.358197e+00,9.691337e+03
2.466037e+01,-9.477536e-01,1.161076e+00,1.591043e+02
3.891049e+01,1.157731e-01,1.479734e+00,2.359004e+02
5.521774e+01,2.126546e-01,3.965313e+00,4.132010e+02
3.484630e+01,-2.189486e-01,2.596853e+00,1.558680e+02
2.771024e+01,-2.288047e+00,3.305704e+00,1.288300e+02
5.475639e+01,-2.482708e+00,4.437320e+00,4.328368e+02
4.532671e+01,-5.622102e-02,9.439273e-01,4.700939e+02
4.484014e+01,5.798258e-01,2.827135e+00,2.235239e+02
3.529134e+01,1.387508e+00,3.839904e+00,1.508997e+02
5.561895e+01,1.284961e+00,1.829378e-01,5.571600e+02
4.115682e+01,-2.819995e+00,1.178872e+00,2.065379e+02
2.152808e+01,-3.338096e+00,3.011169e+00,1.152773e+02
6.738304e+01,-3.685559e+00,1.031219e+00,1.460666e+03
1.241347e+02,1.479790e+00,3.578343e+00,9.887846e+03
4.120144e+01,6.731108e-01,3.743108e+00,1.898452e+02
1.096904e+02,-3.983516e-01,1.488432e+00,9.869526e+03
6.792576e+01,9.186196e-01,3.886928e+00,1.510163e+03
6.024835e+01,-7.838472e-01,6.469305e-01,1.388089e+03
6.917349e+01,1.071548e+00,4.003017e+00,1.871070e+03
3.343488e+01,-1.452608e+00,3.450745e+00,1.492654e+02
3.760056e+01,8.131261e-02,1.973190e+00,1.883542e+02
1.953307e+01,2.305372e+00,1.506978e+00,9.418748e+01
4.826613e+01,-9.821689e-01,6.618611e-01,4.973008e+02
1.310571e+02,-8.493963e-01,3.199754e+00,9.819024e+03
3.424570e+01,2.862036e+00,2.066134e+00,1.325554e+02
3.900199e+01,1.197258e+00,1.496189e+00,1.824359e+02
3.347244e+01,2.630795e+00,5.099883e+00,1.601529e+02
7.138154e+00,2.084307e+00,3.305773e+00,8.771428e+01
1.298098e+02,-2.162841e+00,5.592106e+00,9.820133e+03
5.445823e+01,2.609770e-01,1.314604e+00,5.986383e+02
4.210057e+01,-1.118706e+00,3.904777e+00,2.068816e+02
3.275802e+01,-5.005196e-02,4.297070e+00,1.454131e+02
4.648562e+00,-1.770265e+00,1.385905e+00,9.235176e+01
6.804469e+01,1.422518e+00,1.616362e+00,1.896675e+03
3.886048e+01,-2.177339e+00,5.320431e-01,2.061485e+02
3.837202e+01,-1.095876e+00,4.375924e+00,1.815741e+02
9.465634e+01,-1.032759e+00,2.958282e+00,9.963127e+03
3.657260e+01,1.786599e+00,3.612696e+00,1.553345e+02
4.516378e+01,1.886384e+00,2.801783e+00,2.131559e+02
3.609974e+01,-1.457213e+00,2.282791e+00,1.685915e+02
4.232700e+01,1.314050e+00,1.418395e+00,2.066946e+02
3.903299e+01,-1.133196e+00,1.762936e+00,2.068170e+02
1.347510e+02,-1.550583e+00,4.805192e+00,9.819006e+03
5.156809e+01,-8.660867e-01,3.045143e+00,3.349721e+02
1.177612e+02,-3.365366e+00,1.970247e+00,9.770635e+03
2.698127e+01,-2.099017e-01,7.957947e+00,1.680426e+02
2.777238e+01,-1.788067e+00,1.941888e+00,1.315181e+02
3.050474e+01,-3.340657e+00,4.264981e+00,1.525756e+02
5.249112e+01,-1.405262e+00,2.194636e+00,3.774629e+02
3.973712e+01,-8.070927e-01,2.533310e+00,1.910203e+02
9.912088e+01,-1.318285e+00,2.427454e+00,9.919718e+03
2.712051e+01,4.617571e-01,4.123948e+00,1.219180e+02
5.704475e+01,1.492738e+00,1.995181e+00,4.648903e+02
5.992238e+01,-1.075463e+00,2.175818e+00,6.836514e+02
9.802899e+01,-1.999752e+00,9.297649e-01,9.919578e+03
2.179827e+01,1.881133e+00,4.255393e+00,1.097812e+02
4.250292e+01,-1.174261e+00,4.675572e+00,2.186923e+02
1.053359e+02,1.973838e+00,4.345424e+00,9.884259e+03
4.923639e+01,2.201126e+00,1.720680e+00,2.530090e+02
3.480114e+01,-1.234942e+00,2.803731e+00,1.562766e+02
7.009600e+01,5.034270e+00,1.996563e+00,2.027667e+03
4.570735e+01,2.048737e+00,1.796093e+00,2.122917e+02
5.811619e+01,1.265305e+00,1.152414e+00,6.000331e+02
2.279868e+01,6.432926e+00,1.877655e+00,1.295747e+02
2.865246e+01,1.635539e+00,1.617618e+00,1.188862e+02
5.277035e+01,2.475542e+00,1.277931e+00,3.048817e+02
4.745229e+01,3.470408e-01,3.875603e+00,2.573705e+02
2.040076e+01,1.750295e+00,1.991267e+00,9.788789e+01
3.622883e+01,-2.265209e-01,1.604651e+00,2.057134e+02
3.182499e+01,3.977015e+00,2.110146e+00,1.296778e+02
1.346660e+02,1.059340e+00,2.291227e+00,9.887602e+03
5.038861e+01,-4.390526e-01,7.223692e-01,7.375595e+02
3.232483e+01,-7.249810e-02,2.698954e+00,1.413479e+02
2.927635e+01,9.228546e-01,1.465369e+00,1.416085e+02
4.992995e+01,-2.208043e-02,2.626769e+00,3.074328e+02
4.845193e+01,2.455892e+00,2.357940e+00,2.442757e+02
4.648895e+01,-1.967580e+00,2.319969e+00,2.600335e+02
5.662477e+01,-5.916878e-01,4.235961e+00,4.670939e+02
1.670946e+01,-2.722547e+00,2.610101e+00,1.016688e+02
5.922854e+01,4.067149e-01,2.628852e+00,5.892564e+02
5.346863e+01,-2.527168e+00,2.739109e+00,3.820014e+02
4.214617e+01,-8.737923e-03,1.764615e+00,2.449960e+02
3.878853e+01,3.327176e+00,2.297563e+00,1.585097e+02
2.940570e+01,-7.535537e-01,1.605799e+00,1.594037e+02
3.124102e+01,-4.066366e+00,2.937182e+00,1.524440e+02
3.981571e+01,-2.306349e+00,2.230577e+00,1.920086e+02
2.596956e+01,5.313033e-01,2.128979e+00,1.212328e+02
4.175750e+01,9.327241e-01,2.268397e+00,1.950411e+02
6.719059e+01,1.344990e-01,1.764694e+00,2.031156e+03
4.954820e+01,1.769920e+00,3.911904e+00,2.826458e+02
6.656590e+01,1.024808e+00,3.323361e+00,1.244234e+03
3.538088e+01,-1.515939e+00,3.016624e+00,1.593238e+02
4.026147e+01,2.739294e+00,1.647338e+00,1.606655e+02
1.350048e+01,-2.306326e+00,1.462121e+00,9.759433e+01
1.088449e+02,-4.222141e+00,2.264719e+00,9.812686e+03
3.623439e+01,9.869240e-01,9.283034e-01,2.001858e+02
5.961529e+01,-1.393121e-01,1.532473e-01,4.516642e+03
1.265340e+02,-1.376669e+00,5.530203e+00,9.834159e+03
5.236955e+01,5.767026e-01,4.472254e+00,3.476234e+02
4.544097e+01,1.171613e+00,1.349781e+00,2.526142e+02
